pos,player_name,seed,tag,country
1,"SINNER, Jannik",,,ITA
2,,,BYE,
3,"NAVONE, Mariano",,,ARG
4,"CINA, Federico",,WC,ITA
5,"DE JONG, Jesper",,,NED
6,"SHEVCHENKO, Alexander",,Q,KAZ
7,,,BYE,
8,"DAVIDOVICH FOKINA, Al…",,,ESP
9,"CERUNDOLO, Francisco",,,ARG
10,,,BYE,
11,"GASTON, Hugo",,,FRA
12,"JARRY, Nicolas",,,CHI
13,"CARBALLES BAENA, Rob…",,,ESP
14,"OFNER, Sebastian",,Q,AUT
15,,,BYE,
16,"TIAFOE, Frances",,,USA
17,"SHELTON, Ben",,,USA
18,,,BYE,
19,"BARRIOS VERA, Tomas",,,CHI
20,"MUNAR, Jaume",,,ESP
21,"VUKIC, Aleksandar",,,AUS
22,"MORENO DE ALBORAN, …",,Q,USA
23,,,BYE,
24,"KORDA, Sebastian",,,USA
25,"BERRETTINI, Matteo",,,ITA
26,,,BYE,
27,"FEARNLEY, Jacob",,,GBR
28,"FOGNINI, Fabio",,WC,ITA
29,"BUBLIK, Alexander KAZ A. Bublik",,,RET
31,,,BYE,
32,"RUUD, Casper",,,NOR
33,"FRITZ, Taylor",,,USA
34,,,BYE,
35,"DIALLO, Gabriel",,,CAN
36,"GIRON, Marcos",,,USA
37,"BELLUCCI, Mattia",,,ITA
38,"MARTINEZ, Pedro",,,ESP
39,,,BYE,
40,"HURKACZ, Hubert",,,POL
41,"MENSIK, Jakub",,,CZE
42,,,BYE,
43,"RINDERKNECH, Arthur",,,FRA
44,"GIGANTE, Matteo",,WC,ITA
45,"MAROZSAN, Fabian",,,HUN
46,"FONSECA, Joao",,,BRA
47,,,BYE,
49,"PAUL, Tommy",,,USA
50,,,BYE,
51,"ARNALDI, Matteo",,,ITA
52,"BAUTISTA AGUT, Roberto",,,ESP
53,"TIEN, Learner",,,USA
54,"OPELKA, Reilly",,PR,USA
55,,,BYE,
56,"MACHAC, Tomas",,,CZE
57,"DELLIEN, Hugo",,,BOL
58,,,BYE,
59,"BORGES, Nuno",,,POR
60,"SEYBOTH WILD, Thiago",,Q,BRA
61,"NARDI, Luca",,,ITA
62,"COBOLLI, Flavio",,,ITA
63,,,BYE,
64,"DE MINAUR, Alex",7,,AUS
65,"DRAPER, Jack",,,GBR
66,,,BYE,
67,"BU, Yunchaokete",,,CHN
68,"DARDERI, Luciano",,,ITA
69,"KOPRIVA, Vit",,,CZE
70,"HALYS, Quentin",,,FRA
71,,,BYE,
72,"BAEZ, Sebastian",,,ARG
73,"HUMBERT, Ugo",,,FRA
74,,,BYE,
75,"HIJIKATA, Rinky AUS C. Moutet",,,RET
76,"MOUTET, Corentin",,,FRA
77,"ALTMAIER, Daniel",,,GER
78,"COMESANA, Francisco",,,ARG
79,,,BYE,
80,"RUNE, Holger",,,DEN
81,"DIMITROV, Grigor",,,BUL
82,,,BYE,
83,"PASSARO, Francesco",,,ITA
84,"TSENG, Chun-Hsin",,Q,TPE
85,"SONEGO, Lorenzo",,,ITA
86,"BURRUCHAGA, Roman A…",,Q,ARG
87,,,BYE,
89,"MICHELSEN, Alex",,,USA
90,,,BYE,
91,"DJERE, Laslo",,,SRB
92,"ETCHEVERRY, Tomas Ma…",,,ARG
93,"NISHIOKA, Yoshihito",,,JPN
94,"LAJOVIC, Dusan",,Q,SRB
95,,,BYE,
96,"ALCARAZ, Carlos",,,ESP
97,"MUSETTI, Lorenzo",,,ITA
98,,,BYE,
99,"MEDJEDOVIC, Hamad",,,SRB
101,"THOMPSON, Jordan",,,AUS
102,"MPETSHI PERRICARD, G…",,,FRA
103,,,BYE,
104,"NAKASHIMA, Brandon",,,USA
105,"POPYRIN, Alexei",,,AUS
106,,,BYE,
108,"KOVACEVIC, Aleksandar",,,USA
109,"O'CONNELL, Christopher",,,AUS
111,,,BYE,
113,"FILS, Arthur",,,FRA
114,,,BYE,
115,"GRIEKSPOOR, Tallon",,,NED
116,"KECMANOVIC, Miomir",,,SRB
117,"LEHECKA, Jiri",,,CZE
118,"MULLER, Alexandre",,,FRA
119,,,BYE,
120,"TSITSIPAS, Stefanos",,,GRE
121,"SHAPOVALOV, Denis",,,CAN
122,,,BYE,
124,"DZUMHUR, Damir",,,BIH
127,,,BYE,
128,"ZVEREV, Alexander",2,,GER
